CNPJ_FUNDO,SIT,DT_REG,TAXA_ADM,VL_PATRIM_LIQ,cnpj,uf,razao_social,sigla,nome
41953322000132,EM FUNCIONAMENTO NORMAL,2021-06-07,4,173198449.67,41953322000132,MG,INTER INFRA MASTER FIF INCENTIV DE INVESTIMENTO EM INFRA RENDA FIXA CRED PRIV RESP LIMITADA,MG,Minas Gerais
37088071000106,EM FUNCIONAMENTO NORMAL,2020-05-11,null,2536455.66,37088071000106,SP,MERU REAL ESTATE III FUNDO DE INVESTIMENTO EM PARTICIPACOES MULTIESTRATEGIA IE RESP LIMITADA,SP,São Paulo
46929994000126,EM FUNCIONAMENTO NORMAL,2022-10-24,null,36796854.17,46929994000126,SP,GRATIAM FLOW FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL RESPONSABILIDADE LIMITADA,SP,São Paulo
44680388000194,EM FUNCIONAMENTO NORMAL,2022-03-25,null,24838471.92,44680388000194,SP,ACELERA VAREJO FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA,SP,São Paulo
05754066000190,EM FUNCIONAMENTO NORMAL,2005-01-14,0.04,6196621050.94,05754066000190,SP,CLASSE UNICA DO AGATA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CREDITO PRIVADO LONGO PRAZO,SP,São Paulo
50275622000109,EM FUNCIONAMENTO NORMAL,2023-04-11,null,13218021.43,50275622000109,SP,ROHT FUNDO DE INVESTIMENTO IMOBILIARIO RESPONSABILIDADE LIMITADA,SP,São Paulo
44680435000108,EM FUNCIONAMENTO NORMAL,2022-09-27,null,36780525.58,44680435000108,SP,OCTO FUNDO DE INVESTIMENTO IMOBILIARIO RESPONSABILIDADE LIMITADA,SP,São Paulo
18929680000198,EM FUNCIONAMENTO NORMAL,2013-09-25,null,41449354.35,18929680000198,SP,BRIO REAL ESTATE FUNDO DE INVESTIMENTO EM PARTICIPACOES MULTIESTRATEGIA - RESPONSABILIDADE LIMITADA,SP,São Paulo
26845868000186,EM FUNCIONAMENTO NORMAL,2018-02-19,1.515,1265664.58,26845868000186,SP,BNP PARIBAS ACCESS DIVERSIFIED DYNAMIC CLASSE DE INVESTIMENTO MULTIMERCADO - RESP LIMITADA,SP,São Paulo
44108111000191,EM FUNCIONAMENTO NORMAL,2022-10-06,null,278867473.82,44108111000191,SP,PCS II HEALTHCARE FUNDO DE INVESTIMENTO EM PARTICIPACOES,SP,São Paulo
47372720000141,EM FUNCIONAMENTO NORMAL,2022-08-09,null,31600910.85,47372720000141,SP,2PX - FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO,SP,São Paulo
31570611000107,EM FUNCIONAMENTO NORMAL,2018-10-03,null,676770665.27,31570611000107,SP,MONT BLANC BRASIL PARTNERS I H - FIP MULTIESTRATEGIA INVESTIMENTO NO EXTERIOR RESP LIMITADA,SP,São Paulo
48502650000161,EM FUNCIONAMENTO NORMAL,2022-11-30,null,27423650.66,48502650000161,SP,SILVERSTONE FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO-PADRONIZADOS RESPONSABILIDADE LIMITADA,SP,São Paulo
07939851000143,EM FUNCIONAMENTO NORMAL,2006-08-16,0.042,2320518524.98,07939851000143,SP,CLASSE UNICA ICEBERG FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO LONGO PRAZO,SP,São Paulo
07144604000150,EM FUNCIONAMENTO NORMAL,2004-11-16,null,1479388.51,07144604000150,PA,FUNDO BASA DE INVESTIMENTO FINANCEIRO SELETO ''2'',PA,Pará
45908200000185,EM FUNCIONAMENTO NORMAL,2022-08-26,null,5335302.04,45908200000185,SP,BRAFIC FI EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO RESPONSABILIDADE LIMITADA,SP,São Paulo
42860984000120,EM FUNCIONAMENTO NORMAL,2021-08-30,null,9393138.14,42860984000120,SP,CONDOBLUE I FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA,SP,São Paulo
44815107000163,EM FUNCIONAMENTO NORMAL,2022-02-15,null,22086868.99,44815107000163,RJ,ARF SANTOS DUMONT PREV FIF MULTIMERCADO CREDITO PRIVADO - RESPONSABILIDADE LIMITADA,RJ,Rio de Janeiro
49651132000172,EM FUNCIONAMENTO NORMAL,2023-02-17,null,42378672.17,49651132000172,SP,BAY HA LONG FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR,SP,São Paulo
01147641000136,EM FUNCIONAMENTO NORMAL,2005-04-04,0.1775,540731408.76,01147641000136,SP,MAPFRE SOBERANO CLASSE DE INVESTIMENTO RENDA FIXA - RESPONSABILIDADE LIMITADA,SP,São Paulo
51292131000120,EM FUNCIONAMENTO NORMAL,2023-07-04,null,106238956.49,51292131000120,SP,SPESI I FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO-PADRONIZADOS MULTISSETORIAL RESP LIMITADA,SP,São Paulo
44680466000150,EM FUNCIONAMENTO NORMAL,2022-02-24,null,63970359.26,44680466000150,SP,LGG INVEST FI EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO - CREDITO PRIVADO RESP LIMITADA,SP,São Paulo
19424677000185,EM FUNCIONAMENTO NORMAL,2023-02-01,2500,12195157.85,19424677000185,SP,VERUM FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO,SP,São Paulo
33361923000128,EM FUNCIONAMENTO NORMAL,2019-06-18,0.065,60779613.22,33361923000128,SP,BLACKROCK GLOBAL BOND INCOME MASTER CLASSE DE INVESTIMENTO MULTIMERCADO - RESPONSABILIDADE LIMITADA,SP,São Paulo
07965741000156,EM FUNCIONAMENTO NORMAL,2006-06-27,0.7,79375338.18,07965741000156,SP,BNP PARIBAS PREMIUM MULTIMERCADO CIC DE CLASSES DE INVESTIMENTO RESPONSABILIDADE LIMITADA,SP,São Paulo
45019002000160,EM FUNCIONAMENTO NORMAL,2022-08-09,null,48112639.8,45019002000160,SP,WAY ENGELUZ FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA,SP,São Paulo
42081295000118,EM FUNCIONAMENTO NORMAL,2021-06-11,0,589603423.1,42081295000118,RJ,RIZA STATHEROS MASTER FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO,RJ,Rio de Janeiro
14951577000193,EM FUNCIONAMENTO NORMAL,2012-05-10,1,91101461.63,14951577000193,SP,BNP PARIBAS MAPFRE RENDA FIXA ATIVO CIC DE CLASSES DE INVESTIMENTO PREVIDENCIARIA - RESP LIMITADA,SP,São Paulo
46778844000169,EM FUNCIONAMENTO NORMAL,2022-12-09,null,185575837.49,46778844000169,SP,FLAMA SPECIAL RETURN FUNDO DE INVESTIMENTO EM PARTICIPACOES MULTIESTRATEGIA,SP,São Paulo
46282024000181,EM FUNCIONAMENTO NORMAL,2022-11-01,null,2668684.34,46282024000181,SP,CRIXUS SPECIAL RETURN FUNDO DE INVESTIMENTO EM PARTICIPACOES MULTIESTRATEGIA RESP LIMITADA,SP,São Paulo
27938258000190,EM FUNCIONAMENTO NORMAL,2017-07-11,null,10616736.87,27938258000190,SP,AGUIA FI EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA,SP,São Paulo
35277363000153,EM FUNCIONAMENTO NORMAL,2021-03-17,null,272389556.82,35277363000153,SP,MGC GLOBAL FUNDO DE INVESTIMENTO EM COTAS DE FIDC RESPONSABILIDADE LIMITADA,SP,São Paulo
50818107000110,EM FUNCIONAMENTO NORMAL,2023-05-25,null,0,50818107000110,SP,READING FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO-PADRONIZADOS RESPONSABILIDADE LIMITADA,SP,São Paulo
46782474000133,EM FUNCIONAMENTO NORMAL,2022-12-09,null,10548914.5,46782474000133,SP,CONTEA CAPITAL TRENTO FUNDO DE INVESTIMENTO EM PARTICIPACOES MULTIESTRATEGIA RESPONSABILIDADE LIMITA,SP,São Paulo
42923073000103,EM FUNCIONAMENTO NORMAL,2021-10-15,null,20013715.35,42923073000103,MG,EXITUM FUNDO DE INVESTIMENTO EM PARTICIPACOES MULTIESTRATEGIA,MG,Minas Gerais
15296704000120,EM FUNCIONAMENTO NORMAL,2012-04-02,null,1013647919.99,15296704000120,SP,GLP INVESTIMENTOS III FUNDO DE INVESTIMENTO EM PARTICIPACOES MULTIESTRATEGIA,SP,São Paulo
33913576000107,EM FUNCIONAMENTO NORMAL,2019-12-30,0.09,353821369.94,33913576000107,SP,DB II CLASSE DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR CREDITO PRIVADO,SP,São Paulo
42922066000189,EM FUNCIONAMENTO NORMAL,2021-12-17,null,3584748.74,42922066000189,SP,HORIZONTE I FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CREDITO PRIVADO DE RESP LIMITADA,SP,São Paulo
49252656000190,EM FUNCIONAMENTO NORMAL,2023-01-19,null,746226590.55,49252656000190,RJ,AZ QUEST INFRA YIELD FUNDO DE INVESTIMENTO EM PARTICIPACOES EM INFRAESTRUTURA,RJ,Rio de Janeiro
50946637000143,EM FUNCIONAMENTO NORMAL,2023-06-05,null,16363182.91,50946637000143,SP,A4 FUNDO DE INVESTIMENTO MULTIMERCADO ESTRATEGIA LIVRE CREDITO PRIVADO,SP,São Paulo
41036490000163,EM FUNCIONAMENTO NORMAL,2021-03-15,5,39012247.09,41036490000163,MG,INTER ACCESS ARBOR FC DE FI FINANCEIRO EM ACOES BDR NIVEL I RESPONSABILIDADE LIMITADA,MG,Minas Gerais
43616501000100,EM FUNCIONAMENTO NORMAL,2021-09-27,null,497638474.52,43616501000100,RJ,INSUMOS MILENIO TERRAMAGNA FUNDO DE INVESTIMENTO NAS CADEIAS PRODUTIVAS AGROINDUSTRIAIS FIAGRO - DIREITOS CREDITORIOS,RJ,Rio de Janeiro
44680449000113,EM FUNCIONAMENTO NORMAL,2022-10-20,null,8440299.75,44680449000113,SP,ID 203 FUNDO DE INVESTIMENTO IMOBILIARIO - FII,SP,São Paulo
09720710000160,EM FUNCIONAMENTO NORMAL,2008-09-26,8,267527820.21,09720710000160,MG,INTER CONSERVADOR PLUS FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA LONGO PRAZO RESP LIMITADA,MG,Minas Gerais
30871793000185,EM FUNCIONAMENTO NORMAL,2018-07-18,null,314177149.54,30871793000185,SP,CAPITOLIO BRASIL PARTNERS I G FUNDO DE INVESTIMENTO EM PARTICIPACOES MULTIESTRATEGIA IE RES LIMITADA,SP,São Paulo
45823709000125,EM FUNCIONAMENTO NORMAL,2022-12-08,1,15551104.5,45823709000125,SP,INVESTO MEGA TRENDS CLASSE DE INVESTIMENTO ACOES RESPONSABILIDADE LIMITADA,SP,São Paulo
12241282000106,EM FUNCIONAMENTO NORMAL,2011-09-22,0.02,65426513.89,12241282000106,SP,BNP PARIBAS ACTION MASTER CLASSE DE INVESTIMENTO DE ACOES - RESPONSABILIDADE LIMITADA,SP,São Paulo
34553995000130,EM FUNCIONAMENTO NORMAL,2019-11-25,null,8900515.53,34553995000130,SP,MANHATTAN FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO-PADRONIZADOS RESPONSABILIDADE LIMITADA,SP,São Paulo
44638527000111,EM FUNCIONAMENTO NORMAL,2022-10-21,null,17588166.32,44638527000111,SP,GALAXY FUNDO DE INVESTIMENTO EM PARTICIPACOES MULTIESTRATEGIA,SP,São Paulo
47388724000118,EM FUNCIONAMENTO NORMAL,2023-02-28,null,435374.17,47388724000118,RJ,3R - FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADOS RESPONSABILIDADE LIMITADA,RJ,Rio de Janeiro
45722284000168,EM FUNCIONAMENTO NORMAL,2022-04-17,null,15029391.07,45722284000168,SP,FIDC CANAAN - FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA,SP,São Paulo
07143386000130,EM FUNCIONAMENTO NORMAL,2004-11-16,null,614165.85,07143386000130,PA,FUNDO BASA DE INVESTIMENTO FINANCEIRO CURTO PRAZO ''2'',PA,Pará
17137984000150,EM FUNCIONAMENTO NORMAL,2014-09-11,0.02,3061686329.58,17137984000150,SP,BNP PARIBAS MASTER CREDITO PLUS CI RENDA FIXA CREDITO PRIVADO LONGO PRAZO RESPONSABILIDADE LIMITADA,SP,São Paulo
26545537000120,EM FUNCIONAMENTO NORMAL,2016-11-28,null,606645.44,26545537000120,SP,AGUNG BRASIL PARTNERS I D - FUNDO DE INVESTIMENTO EM PARTICIPACOES MULTIESTRATEGIA IE RESP LIMITADA,SP,São Paulo
51539073000197,EM FUNCIONAMENTO NORMAL,2023-07-24,null,19523268.98,51539073000197,SP,GERIZIM FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADOS,SP,São Paulo
36443587000150,EM FUNCIONAMENTO NORMAL,2020-03-09,3,21280715.43,36443587000150,MG,INTER ACCESS LEGACY CAPITAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO FINANCEIRO MULTI,MG,Minas Gerais
09284554000132,EM FUNCIONAMENTO NORMAL,2008-05-29,0.12,191057769.34,09284554000132,SP,MAPFRE RESERVAS CLASSE DE INVESTIMENTO RENDA FIXA - RESPONSABILIDADE LIMITADA,SP,São Paulo
50995214000113,EM FUNCIONAMENTO NORMAL,2023-06-09,null,97519417.2,50995214000113,SP,ORION FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RESPONDABILIDADE LIMITADA,SP,São Paulo
07657641000162,EM FUNCIONAMENTO NORMAL,2008-06-10,0.7,4572264.72,07657641000162,SP,BNP PARIBAS ACCESS DISRUPTIVE TECHNOLOGY CLASSE DE INVESTIMENTO EM ACOES - RESPONSABILIDADE LIMITADA,SP,São Paulo
42294971000131,EM FUNCIONAMENTO NORMAL,2021-07-02,8,209793852.68,42294971000131,MG,INTER INFRA FC DE FIF INCENTIV DE INVEST EM INFRA RENDA FIXA CRED PRIV RESP LIMITADA,MG,Minas Gerais
42691990000100,EM FUNCIONAMENTO NORMAL,2022-02-01,null,28445029.02,42691990000100,MG,INTER DIVIDENDOS FUNDO DE INVESTIMENTO FINANCEIRO EM ACOES RESPONSABILIDADE LIMITADA,MG,Minas Gerais
49920326000126,EM FUNCIONAMENTO NORMAL,2023-03-13,null,190549928.06,49920326000126,SP,BDR KYIV FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS - FIDC,SP,São Paulo
51295092000115,EM FUNCIONAMENTO NORMAL,2023-07-04,null,2367149.05,51295092000115,SP,LEGATUM FUNDO DE INVESTIMENTO IMOBILIARIO RESPONSABILIDADE LIMITADA,SP,São Paulo
34509036000117,EM FUNCIONAMENTO NORMAL,2019-09-16,null,401742065.74,34509036000117,SP,MAKALU BRASIL PARTNERS I J FIP MULTIESTRATEGIA INVESTIMENTO NO EXTERIOR RESPONSABILIDADE LIMITADA,SP,São Paulo
52317938000133,EM FUNCIONAMENTO NORMAL,2023-09-26,null,3257185.51,52317938000133,SP,SZLEZ FUNDO DE INVESTIMENTO MULTIMERCADO RESPONSABILIDADE LIMITADA CREDITO PRIVADO IE,SP,São Paulo
30687646000150,EM FUNCIONAMENTO NORMAL,2018-12-05,null,44044506.32,30687646000150,SP,ELIPSE II FUNDO DE INVESTIMENTO EM PARTICIPACOES,SP,São Paulo
01964775000140,EM FUNCIONAMENTO NORMAL,1997-06-11,null,1484965.19,01964775000140,SP,FUNDO DE INVESTIMENTO IMOBILIARIO GEO GUARARAPES,SP,São Paulo
47463511000103,EM FUNCIONAMENTO NORMAL,2022-12-09,null,4402769.94,47463511000103,SP,EP FUNDO DE INVESTIMENTO EM PARTICIPACOES MULTIESTRATEGIA RESPONSABILIDADE LIMITADA,SP,São Paulo
51033013000106,EM FUNCIONAMENTO NORMAL,2023-06-13,null,4224343.58,51033013000106,SP,SILVERBAY CAPITAL FUNDO DE INVESTIMENTO EM PARTICIPACOES MULTIESTRATEGIA,SP,São Paulo
06537068000190,EM FUNCIONAMENTO NORMAL,2004-08-02,null,1260.7,06537068000190,PA,AMAZONIA CREDIT 90 - FUNDO DE APLICACAO EM QUOTAS DE FUNDOS DE INVESTIMENTO,PA,Pará
33361798000156,EM FUNCIONAMENTO NORMAL,2019-06-18,0.8,7575485.02,33361798000156,SP,BLACKROCK GLOBAL BOND INCOME CLASSE DE INVESTIMENTO EM CIC MULTIMERCADO - RESPONSABILIDADE LIMITADA,SP,São Paulo
44428806000150,EM FUNCIONAMENTO NORMAL,2022-09-25,null,123772979.21,44428806000150,SP,JIVE DISTRESSED & SPECIAL SITS IV STRATEGIC PARTNERS FIC DE FIF MULTI - CP RESPONSABILIDADE LIMITADA,SP,São Paulo
35686949000171,EM FUNCIONAMENTO NORMAL,2019-12-19,null,19598618.74,35686949000171,SP,GREEN WAY I FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADOS,SP,São Paulo
20378135000100,EM FUNCIONAMENTO NORMAL,2014-08-06,0.17,1831833.56,20378135000100,SP,AX EQUILIBRIUM FI EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO,SP,São Paulo
42692399000169,EM FUNCIONAMENTO NORMAL,2022-05-24,null,102490497.54,42692399000169,MG,INTER AMERRA FIAGRO FUNDO DE INVESTIMENTO IMOBILIARIO RESPONSABILIDADE LIMITADA,MG,Minas Gerais
44870636000160,EM FUNCIONAMENTO NORMAL,2022-04-22,null,151652121.25,44870636000160,SP,CAATINGA CAPITAL FUNDO DE INVESTIMENTO EM PARTICIPACOES EM EMPRESAS EMERGENTES,SP,São Paulo
43619349000119,EM FUNCIONAMENTO NORMAL,2021-10-25,null,122223658.12,43619349000119,SP,BR PARTNERS PET FUNDO DE INVESTIMENTO EM PARTICIPACOES MULTIESTRATEGIA,SP,São Paulo
49651212000128,EM FUNCIONAMENTO NORMAL,2023-02-17,null,43025209.8,49651212000128,SP,BAY SIDNEY FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR,SP,São Paulo
52116361000100,EM FUNCIONAMENTO NORMAL,2023-09-08,null,48987586.73,52116361000100,SP,NU IBOV SMART DIVIDENDOS CLASSE DE INDICE - RESPONSABILIDADE LIMITADA,SP,São Paulo
13451738000117,EM FUNCIONAMENTO NORMAL,2011-02-28,null,22668033.18,13451738000117,SP,CLASSE DE INVESTIMENTO EM COTAS DE FIP PATRIA PRIVATE EQUITY IV - RESP LIMITADA,SP,São Paulo
48900133000140,EM FUNCIONAMENTO NORMAL,2022-12-15,null,591565351.39,48900133000140,SP,PCS II FEEDER BRASIL FUNDO DE INVESTIMENTO EM PARTICIPACOES,SP,São Paulo
46334681000125,EM FUNCIONAMENTO NORMAL,2022-07-21,null,10497613.99,46334681000125,SP,SULAMERICA PRESTIGE XP SEG PREV FIF RENDA FIXA RESPONSABILIDADE LIMITADA,SP,São Paulo
52356865000199,EM FUNCIONAMENTO NORMAL,2023-09-28,null,12303082.3,52356865000199,SP,ATLAS FUNDO DE INVESTIMENTO IMOBILIARIO RESPONSABILIDADE LIMITADA,SP,São Paulo
29315243000109,EM FUNCIONAMENTO NORMAL,2019-03-18,2,901700942.76,29315243000109,SP,ESTOCOLMO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO,SP,São Paulo
47984249000142,EM FUNCIONAMENTO NORMAL,2022-11-30,null,3676461.59,47984249000142,SP,SAM 3 FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO RESPONSABILIDADE LIMITADA,SP,São Paulo
29843196000168,EM FUNCIONAMENTO NORMAL,2018-03-19,null,12194117.21,29843196000168,SP,FUNDO DE INVESTIMENTO EM PARTICIPACOES MULTIESTRATEGIA INOVACAO E TECNOLOGIA - RESP LIMITADA,SP,São Paulo
21596006000143,EM FUNCIONAMENTO NORMAL,2015-01-19,0.12,240575854.79,21596006000143,SP,MAPFRE HEDGE IGPM PREV CLASSE DE INVESTIMENTO EM CLASSES DE INVESTIMENTO DE RF - RESP LIMITADA,SP,São Paulo
42700668000191,EM FUNCIONAMENTO NORMAL,2021-11-29,null,65897570.45,42700668000191,RJ,GRAND - FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADOS RESPONSABILIDADE LIMITADA,RJ,Rio de Janeiro
52174102000127,EM FUNCIONAMENTO NORMAL,2023-09-13,null,261028116.65,52174102000127,SP,BYX CONSIGNADO MULTICONVENIOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RESP LIMITADA,SP,São Paulo
47372648000152,EM FUNCIONAMENTO NORMAL,2022-08-30,null,2671425.13,47372648000152,SP,PLN PAR - FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO,SP,São Paulo
43106870000152,EM FUNCIONAMENTO NORMAL,2022-04-19,null,69179859.72,43106870000152,SP,SALTO BOTELHO AGROENERGIA FUNDO DE INVESTIMENTO EM PARTICIPACOES MULTI -RESPONSABILIDADE LIMITADA,SP,São Paulo
12124044000102,EM FUNCIONAMENTO NORMAL,2010-08-26,1.5,553956292.03,12124044000102,SP,MAPFRE HEDGE PREV CLASSE DE INVESTIMENTO RENDA FIXA - RESPONSABILIDADE LIMITADA,SP,São Paulo
41081374000166,EM FUNCIONAMENTO NORMAL,2021-03-23,null,191968095.26,41081374000166,SP,VINCI CREDIT SECURITIES FUNDO DE INVESTIMENTO IMOBILIARIO - RESPONSABILIDADE LIMITADA,SP,São Paulo
28850140000178,EM FUNCIONAMENTO NORMAL,2017-10-16,null,21400638.24,28850140000178,SP,FUNDO DE FINANCIAMENTO DA INDUSTRIA CINEMATROGRAFICA NACIONAL - FUNCINE - TIM,SP,São Paulo
14167550000104,EM FUNCIONAMENTO NORMAL,2012-05-11,0,62867671.2,14167550000104,SP,BNP PARIBAS MASTER IBRX CLASSE DE INVESTIMENTO EM ACOES RESPONSABILIDADE LIMITADA,SP,São Paulo
39581746000171,EM FUNCIONAMENTO NORMAL,2020-11-30,null,503174396.28,39581746000171,SP,EIGER BRASIL PARTNERS I O FUNDO DE INVESTIMENTO EM PARTICIPACOES MULTIESTRATEGIA IE RESP LIMITADA,SP,São Paulo
49592781000140,EM FUNCIONAMENTO NORMAL,2023-02-14,null,346922775.8,49592781000140,RJ,BLUECAP LOG FUNDO DE INVESTIMENTO IMOBILIARIO,RJ,Rio de Janeiro
48964604000184,EM FUNCIONAMENTO NORMAL,2022-12-22,null,1293504.85,48964604000184,SP,GRIFFIN FUNDO DE INVESTIMENTO IMOBILIARIO,SP,São Paulo
39447231000183,EM FUNCIONAMENTO NORMAL,2021-11-26,null,5200416.53,39447231000183,SP,MONTE CARLO FUNDO DE INVESTIMENTO EM PARTICIPACOES CAPITAL-SEMENTE RESPONSABILIDADE LIMITADA,SP,São Paulo
16617593000170,EM FUNCIONAMENTO NORMAL,2012-08-02,2.5,1033528.17,16617593000170,SP,BBT ACOES FUNDO DE INVESTIMENTO FINANCEIRO,SP,São Paulo
27486551000163,EM FUNCIONAMENTO NORMAL,2017-06-02,null,604067.12,27486551000163,SP,KILIMANJARO BRASIL PARTNERS I B - FUNDO DE INVESTIMENTO EM PARTICIPACOES MULTIESTRATEGIA IE RESP LIM,SP,São Paulo
50963249000170,EM FUNCIONAMENTO NORMAL,2023-06-06,null,100792939.42,50963249000170,SP,BOREAL I FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS COMERCIAL - RESPONSABILIDADE LIMITADA,SP,São Paulo
29983516000185,EM FUNCIONAMENTO NORMAL,2020-01-08,1.2,70785847.72,29983516000185,SP,CLASSE UNICA DO WESTERN ASSET FI FINANCEIRO INCENTIVADO EM DEBENTURES DE INFRA RF CP RESP LIMITADA,SP,São Paulo
48993165000138,EM FUNCIONAMENTO NORMAL,2022-12-28,0,53415735.7,48993165000138,SP,LAB OITO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO,SP,São Paulo
20879578000177,EM FUNCIONAMENTO NORMAL,2015-01-07,0.5,1369194686.76,20879578000177,MG,INTER CONSERVADOR FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA CREDITO PRIVADO RESP LIMITADA,MG,Minas Gerais
43721652000128,EM FUNCIONAMENTO NORMAL,2022-03-31,null,305676784.83,43721652000128,SP,TELECOM BANK I FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA,SP,São Paulo
34617291000183,EM FUNCIONAMENTO NORMAL,2019-09-11,855,5018082.48,34617291000183,MG,INTER SELECTION MACRO FC DE FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO RESPONSABILIDADE LIMITADA,MG,Minas Gerais
46929959000107,EM FUNCIONAMENTO NORMAL,2022-10-31,null,72616547.25,46929959000107,SP,BUCAREST BANCO FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS INDUSTRIAL - RESPONSABILIDADE LIMITADA,SP,São Paulo
26862104000107,EM FUNCIONAMENTO NORMAL,2017-03-07,5,10556780.05,26862104000107,MG,GUIA FUNDO DE INVESTIMENTO FINANCEIRO EM ACOES,MG,Minas Gerais
46729394000114,EM FUNCIONAMENTO NORMAL,2022-07-04,5,3716137.24,46729394000114,MG,INTER LOVER FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO RESPONSABILIDADE LIMITADA,MG,Minas Gerais
